,filename,title,incident_start_time,incident_detected_time,incident_end_time,severity_level,summary,incident_duration,time_to_detect,time_to_resolve,services,service_impact_type,components,component_root_cause,impact,user_impact_type,root_cause,category_root_cause,symptom,symptom_type
83,2022-03-29_network.wikitext,Wikipedia Service Disruption Incident,incident_start_dt,incident_detected_dt,incident_end_dt,Sev(2),"For approximately 5 minutes, Wikipedia and other Wikimedia sites were slow or inaccessible for many users, mostly in Europe/Africa/Asia.",00:00:00,00:00:00,00:00:00,"Wikipedia,Wikipedia",Other,,Other,"Wikipedia and other Wikimedia sites were slow or inaccessible for many users, mostly in Europe/Africa/Asia.","Partial Service Outage, Network Connectivity Problems",,Other,,Other
84,2019-12-10_Cite.wikitext,In-progress Cite Extension Code Unleashes PHP Notice Logspam,2019-12-09 17:52:00,2019-12-09 17:52:00,2019-12-10 14:29:00,Sev(2),"In-progress Cite extension code caused a flood of 'PHP notice' logspam at approximately 3,000 errors per hour, burdening human log-watchers. Hotfixes reduced the logspam before the actual issue was identified, fixed, and backported.",20:37:00,00:00:00,20:37:00,1.35.0-wmf.8 train,MediaWiki Core Services,"Parser,Message class,Message class,Cite extension,API,Parser",Other,"The 1.35.0-wmf.8 train was delayed for several hours. Deployers spent extra time on hotfixes. References disappeared from <references /> sections on an unknown number of content pages, affecting pages that displayed an error message or used failing parser functions.","Partial Service Outage, Data Corruption or Loss","A combination of factors involving the Message class requesting its own Parser via PHP's clone command. This led to Cite extension's dynamic property $parser->extCite being cloned improperly, causing shared state between different Cite instances and resulting in errors when rendering <references /> sections.",Software Bugs,Brennen Bearnes noticed an increase in errors while monitoring logspam-watch during train deployment.,"Appserver Issues, User Reported Problems"
85,2022-11-03_conf_disk_space.wikitext,Conf1008 Disk Space Outage,2022-11-03 17:06:00,2022-11-03 17:06:00,2022-11-03 17:39:00,Sev(2),"A bug in the MediaWiki codebase caused an increase in connections to Confd hosts from Dumps systems, leading to a filled-up filesystem and impacting the confd service for ~33 minutes.",00:33:00,00:00:00,00:33:00,"etcd,etcd",Other,"MediaWiki core codebase,confd hosts,Dumps",Other,No user impact. Confd service failed for ~33 minutes.,Other,"A bug was introduced in MediaWiki core codebase causing configuration to be checked excessively for every row of a database query, leading to high volume of log events and disk space exhaustion.","Software Bugs, Capacity Overloads",The issue was first detected by an Icinga alert indicating critical disk space on conf1008: 'DISK CRITICAL - free space: / 2744 MB (3% inode=98%): /tmp 2744 MB (3% inode=98%): /var/tmp 2744 MB (3% inode=98%).',Other
86,2021-03-14_MediaWiki_API.wikitext,MediaWiki API Outage Due to Database Overload,2021-03-14 17:00:00,2021-03-14 17:00:00,2021-03-14 17:26:00,Sev(2),"On March 14, 2021, the MediaWiki API experienced an outage due to an overload of php-fpm processes from 17:00 to 17:26 UTC caused by queries against commons affecting database s4 on server db1144.",00:26:00,00:00:00,00:26:00,"API servers,API servers",API and Application Servers,"php-fpm processes,server db1144,server db1144,other MediaWiki features,other MediaWiki features,other MediaWiki features,other MediaWiki features","Databases, Web Servers & Application Layers",API users experienced an outage and were unable to access the MediaWiki API during the incident time period.,"Complete Service Outage, API Failures","Queries against commons overloaded database s4 on server db1144, which also serves other essential MediaWiki features.",Capacity Overloads,"The issue was first detected when the MediaWiki API ran out of php-fpm processes, leading to an API outage.",High CPU & Resource Utilization
87,2020-09-01_data-center-switchover.wikitext,Datacenter Switchover Incident Report,2020-09-01 14:02:00,2020-09-01 14:06:00,2020-09-01 14:07:00,Sev(2),"A planned datacenter switchover from eqiad to codfw was executed with some automation, leading to temporary performance issues and alert noise due to various service adjustments and underprovisioned resources.",00:05:00,00:04:00,00:01:00,"apertium,termbox,search,api-gateway,ores,sessionstore,eventgate-main,graphoid,eventstreams,wikifeeds,wdqs,parsoid,eventgate-logging-external,wdqs,echostore,mathoid,mobileapps,proton,restbase,kartotherian,recommendation-api,eventgate-analytics,restbase,citoid,schema,cxserver,eventgate-analytics,zotero,Thumbor,MediaWiki",Other,"sre.switchdc.services.00-reduce-ttl-and-sleep,Restbase,elasticsearch,Restbase,elasticsearch,Restbase,envoy,envoy","Databases, Web Proxies, Caching Servers, Load Balancers, Containers & Kubernetes, Monitoring & Telemetry, Code Deployment & Version Control, Networking Equipment, Cluster Management, Web Servers & Application Layers, Other

Networking Equipment, Web Servers & Application Layers, Caching Servers, Web Servers & Application Layers, Databases, Web Servers & Application Layers, Cluster Management, Web Proxies","Users experienced temporary downtime, increased save times, and elevated error rates across various services including search and maps.","Complete Service Outage, Elevated Response Times and Latencies, Increased Error Rates","Several services were not fully prepared for the switchover, including underprovisioning of resources in the codfw datacenter and failure to prewarm caches such as the Cirrus query cache.","Capacity Overloads, Configuration Errors","The issue was detected through multiple alerts such as purged cache alerts, elevated 500s in Varnish, and MariaDB read-only alerts. These were identified through Icinga monitoring and manual checks by SREs and volunteers.","Cache Layer Anomalies, Database Errors, Service Probes and Health Checks Failures"
88,2023-09-27_Kafka-jumbo_mirror-makers.wikitext,Wikidata Query Service Update Pipeline Incident,2023-09-26 20:00:00,2023-09-26 20:00:00,2023-09-27 14:05:00,Sev(3),"The Wikidata Query Service update pipeline was stuck, causing significant update lag but no data loss. The mirror-maker processes experienced crashes when the number of processes exceeded nine, causing replication issues.",18:05:00,00:00:00,18:05:00,"Wikidata Query Service,Kafka MirrorMaker","Wikidata Query Service, Other","main-eqiad_to_jumbo-eqiad,kafka-main1003,kafka-main1003","Networking Equipment, Databases","Minimal user facing outages. Wikidata Query Service update pipeline was stuck, leading to significant update lag on WDQS and potential delays in downstream pipeline processing, but no data loss expected.","Partial Service Outage, Elevated Response Times and Latencies",A bug in the version of Kafka and/or Mirrormaker that triggers when the number of mirrormaker instances pulling from kafka-main-eqiad to kafka-jumbo exceeds nine.,Software Bugs,"The issue was first detected by Icinga alerts such as 'Kafka MirrorMaker main-eqiad_to_jumbo-eqiad average message produce rate in last 30m on alert1001 is CRITICAL', and crashloop alerts on kafka-jumbo1001. Also observed by engineers on the #wikimedia-analytics IRC channel.","Service Probes and Health Checks Failures, High CPU & Resource Utilization"
89,2024-05-28_wikikube-api.wikitext,Issue with WikiKube Kubernetes Cluster API Servers,2024-05-28 12:23:00,2024-05-28 12:49:12,2024-05-28 17:00:00,Sev(3),"The incident was triggered by a failed scap deployment of MediaWiki, uncovering underlying network and CPU saturation issues in the WikiKube Kubernetes cluster API servers.",04:37:00,00:26:12,04:10:48,MediaWiki,MediaWiki Core Services,"WikiKube Kubernetes cluster,WikiKube Kubernetes cluster,OpenTelemetry collector","Containers & Kubernetes, Monitoring & Telemetry, Cluster Management","No impact for wiki users. Four MediaWiki deployments failed, and a global scap lock was put into place to prevent bad user experience for deployers.",Other,"CPU saturation in Kubernetes control planes, exacerbated by uneven network configurations and increased API traffic due to OpenTelemetry collector.","Capacity Overloads, Configuration Errors, Network Failures","The issue was first detected due to a failed MediaWiki deployment, with alerts firing for failed probes in the kubemaster servers (FIRING: ProbeDown: Service kubemaster1002:6443 has failed probes).",Service Probes and Health Checks Failures
90,2020-05-05_wdqs-deploy.wikitext,Wikidata Query Service Outage Due to Failed Deployment,2020-05-05 07:44:00,2020-05-05 09:43:00,2020-05-05 07:54:00,Sev(2),"On May 5th, 2020, all Wikidata Query Service instances were down for about 5 minutes due to a failed deployment caused by an incorrectly executed deployment procedure and a bug in the code.",00:10:00,01:59:00,22:11:00,"Wikidata Query Service,Wikidata Query Service","Wikidata Query Service, Database and Data Analytics","deployment procedure,WKTSerializer class,integration/unit tests,WDQS metrics",Other,"The exact number of affected queries is unknown, but the metrics did not show significant impact.",Other,"The root cause was a bug where the serialVersionUID field was removed from the WKTSerializer class, which was needed by Blazegraph but was not caught by standard integration/unit tests.",Software Bugs,"The issue was detected by icinga, which posted alerts on #wikimedia-operations indicating several systems were in a CRITICAL state due to HTTP 500 Server Errors and failed systemd state checks.","Appserver Issues, Service Probes and Health Checks Failures"
91,2021-09-29_eqiad-kubernetes.wikitext,Network Disruption in Kubernetes Cluster Due to Rolling Restart of Calico Pods,2021-09-29 13:46:00,2021-09-29 13:46:00,2021-09-29 13:48:00,Sev(3),"Network in the Kubernetes cluster was briefly disrupted due to a rolling restart of Calico pods, making all services in Kubernetes unreachable for 2 minutes.",00:02:00,00:00:00,00:02:00,"mediawiki,sessionstore","MediaWiki Core Services, Caching and Proxy Services","kubernetes,calico pods,calico pods,OCI imagefs,core routers (cr*-eqiad.wikimedia.org)","Containers & Kubernetes, Networking Equipment, Containers & Kubernetes, Other, Networking Equipment","For 2 minutes, fetches to MediaWiki resulted in higher error rates (up to 8.51% for POSTs) and elevated latencies for GETs (p99 at 3.82s). Some 1500 edits failed. Kafka logging lag increased temporarily.","Increased Error Rates, Elevated Response Times and Latencies","The incident occurred due to a race condition during the rolling restart of Calico pods in the kube-system namespace. The Calico Typha pod was restarted and scheduled on a node that didn't have the image, causing a delay. This led to the expiration of the graceful BGP timers on the core routers, making the pod networks unreachable.","Software Bugs, Configuration Errors",The issue was detected through elevated error rates and latencies in MediaWiki. Performance metrics indicated increased error rates (up to 8.51% for POSTs) and elevated latencies for GETs (p99 at 3.82s).,"Latency and Timeout Issues, User Reported Problems"
92,2020-05-28_commons_read-only.wikitext,s4 Primary Database Master Hardware Memory Issue,2023-10-12 20:21:00,2023-10-12 20:24:00,2023-10-12 20:29:00,Sev(2),"s4 primary database master (db1138) had a hardware memory issue, causing the mysqld process to crash, which returned as read-only for 8 minutes.",00:08:00,00:03:00,00:05:00,commonswiki,"MediaWiki Core Services, Media Storage and File Handling","mysqld process,memory DIMM,IDRAC",Other,commonswiki didn't accept writes for 8 minutes. Reads remained unaffected.,Partial Service Outage,Hardware crash on a memory DIMM.,Hardware Failures,"First signs of issues were logged on the host's IDRAC, followed by a MySQL read-only alert labeled as CRITICAL: read_only: True, expected False at 20:24 UTC.",Database Errors
